Year,CBSA,CBSA Name,Race,Indicator,Value,SE
2009-2014,20700,"East Stroudsburg, PA",All races,"Median Income, Percent Change in Mean Absolute Difference",0.562312424,0.640669107
2013-2014,20700,"East Stroudsburg, PA",All races,"Median Income, Percent Change in Mean Absolute Difference",0.973613083,0.719800413
2000-2014,20740,"Eau Claire, WI",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",1.137164831,1.408101559
2009-2014,20740,"Eau Claire, WI",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.302242011,1.014226317
2013-2014,20740,"Eau Claire, WI",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.242438704,0.665613234
2000-2014,20740,"Eau Claire, WI",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",1.796534061,0.317550391
2009-2014,20740,"Eau Claire, WI",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.155031949,0.343078017
2013-2014,20740,"Eau Claire, WI",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.110683791,0.196279466
2000-2014,20740,"Eau Claire, WI",All races,"Median Income, Percent Change in Mean Absolute Difference",0.202523038,0.274336576
2009-2014,20740,"Eau Claire, WI",All races,"Median Income, Percent Change in Mean Absolute Difference",0.137238234,0.515134335
2013-2014,20740,"Eau Claire, WI",All races,"Median Income, Percent Change in Mean Absolute Difference",0.07924661,0.333273828
2000-2014,20940,"El Centro, CA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",5.347251415,0.578715265
2009-2014,20940,"El Centro, CA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.466319054,0.514061749
2013-2014,20940,"El Centro, CA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",1.72827363,0.607474744
2000-2014,20940,"El Centro, CA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.053963602,0.292915851
2009-2014,20940,"El Centro, CA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.167506605,0.290298313
2013-2014,20940,"El Centro, CA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.140281573,0.74508965
2000-2014,20940,"El Centro, CA",All races,"Median Income, Percent Change in Mean Absolute Difference",5.729441643,1.889804482
2009-2014,20940,"El Centro, CA",All races,"Median Income, Percent Change in Mean Absolute Difference",1.353912115,0.684782505
2013-2014,20940,"El Centro, CA",All races,"Median Income, Percent Change in Mean Absolute Difference",2.214230299,0.981609821
2000-2014,21060,"Elizabethtown-Fort Knox, KY",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",3.573712349,2.318550348
2009-2014,21060,"Elizabethtown-Fort Knox, KY",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",1.181447506,2.689083815
2013-2014,21060,"Elizabethtown-Fort Knox, KY",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.220714167,0.921952367
2000-2014,21060,"Elizabethtown-Fort Knox, KY",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",1.803485155,1.132508516
2009-2014,21060,"Elizabethtown-Fort Knox, KY",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",1.86421597,2.412846327
2013-2014,21060,"Elizabethtown-Fort Knox, KY",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.612679124,1.054795384
2000-2014,21060,"Elizabethtown-Fort Knox, KY",All races,"Median Income, Percent Change in Mean Absolute Difference",0.181607798,0.684673667
2009-2014,21060,"Elizabethtown-Fort Knox, KY",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.333058327,0.798981547
2013-2014,21060,"Elizabethtown-Fort Knox, KY",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.601932287,0.613207161
2000-2014,21140,"Elkhart-Goshen, IN",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",1.126748681,1.384227037
2009-2014,21140,"Elkhart-Goshen, IN",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",1.360954404,2.923404694
2013-2014,21140,"Elkhart-Goshen, IN",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.134393156,0.717511356
2000-2014,21140,"Elkhart-Goshen, IN",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",5.162168503,0.84509325
2009-2014,21140,"Elkhart-Goshen, IN",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.208063677,0.248482212
2013-2014,21140,"Elkhart-Goshen, IN",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",1.005326748,0.844349086
2000-2014,21140,"Elkhart-Goshen, IN",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.41393441,0.259956777
2009-2014,21140,"Elkhart-Goshen, IN",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.23204051,0.641160607
2013-2014,21140,"Elkhart-Goshen, IN",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.376753628,0.531666219
2000-2014,21300,"Elmira, NY",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.4098818,0.360224098
2009-2014,21300,"Elmira, NY",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.573974669,1.269062161
2013-2014,21300,"Elmira, NY",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",3.103389025,3.587159395
2000-2014,21300,"Elmira, NY",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.303878129,0.213547826
2009-2014,21300,"Elmira, NY",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.161340311,0.318731755
2013-2014,21300,"Elmira, NY",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.261371672,0.341581106
2000-2014,21300,"Elmira, NY",All races,"Median Income, Percent Change in Mean Absolute Difference",0.729756057,0.744793534
2009-2014,21300,"Elmira, NY",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.772542894,0.252982259
2013-2014,21300,"Elmira, NY",All races,"Median Income, Percent Change in Mean Absolute Difference",1.055336595,1.082267284
2000-2014,21340,"El Paso, TX",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.432152241,0.302297413
2009-2014,21340,"El Paso, TX",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.425158769,0.606488049
2013-2014,21340,"El Paso, TX",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.977840602,1.274694204
2000-2014,21340,"El Paso, TX",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.112845033,0.740897357
2009-2014,21340,"El Paso, TX",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.207853422,0.736483812
2013-2014,21340,"El Paso, TX",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.445041686,1.443064213
2000-2014,21340,"El Paso, TX",All races,"Median Income, Percent Change in Mean Absolute Difference",0.718643844,0.271816283
2009-2014,21340,"El Paso, TX",All races,"Median Income, Percent Change in Mean Absolute Difference",0.337515622,0.334482312
2013-2014,21340,"El Paso, TX",All races,"Median Income, Percent Change in Mean Absolute Difference",0.583589554,0.298408151
2000-2014,21500,"Erie, PA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",1.209255695,1.237271786
2009-2014,21500,"Erie, PA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.048042439,0.577952027
2013-2014,21500,"Erie, PA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.003703756,0.913408399
2000-2014,21500,"Erie, PA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.304854929,0.364666104
2009-2014,21500,"Erie, PA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.457877725,0.306443453
2013-2014,21500,"Erie, PA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.32427761,0.530993879
2000-2014,21500,"Erie, PA",All races,"Median Income, Percent Change in Mean Absolute Difference",0.12248712,0.860772491
2009-2014,21500,"Erie, PA",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.434534103,0.611334562
2013-2014,21500,"Erie, PA",All races,"Median Income, Percent Change in Mean Absolute Difference",0.168142676,1.085404158
2000-2014,21660,"Eugene, OR",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.634909749,0.898391485
2009-2014,21660,"Eugene, OR",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.326391101,0.761263788
2013-2014,21660,"Eugene, OR",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.315867364,0.952999711
2000-2014,21660,"Eugene, OR",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.703669131,0.719040871
2009-2014,21660,"Eugene, OR",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.018619049,0.642879367
2013-2014,21660,"Eugene, OR",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.321432471,0.950330257
2000-2014,21660,"Eugene, OR",All races,"Median Income, Percent Change in Mean Absolute Difference",0.908265233,0.938679278
2009-2014,21660,"Eugene, OR",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.215362653,0.522527993
2013-2014,21660,"Eugene, OR",All races,"Median Income, Percent Change in Mean Absolute Difference",0.485515654,1.116531849
2000-2014,21780,"Evansville, IN-KY",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",2.361994505,1.586917162
2009-2014,21780,"Evansville, IN-KY",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.189333946,0.62216872
2013-2014,21780,"Evansville, IN-KY",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.142742142,0.708052874
2000-2014,21780,"Evansville, IN-KY",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.137827069,0.386526495
2009-2014,21780,"Evansville, IN-KY",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.002951623,0.783591688
2013-2014,21780,"Evansville, IN-KY",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.39361918,0.403794616
2000-2014,21780,"Evansville, IN-KY",All races,"Median Income, Percent Change in Mean Absolute Difference",1.439328909,0.592841208
2009-2014,21780,"Evansville, IN-KY",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.100759327,0.411116838
2013-2014,21780,"Evansville, IN-KY",All races,"Median Income, Percent Change in Mean Absolute Difference",0.490782678,0.522634804
2000-2014,21820,"Fairbanks, AK",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.953397691,1.227618098
2009-2014,21820,"Fairbanks, AK",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.162449703,0.604232371
2013-2014,21820,"Fairbanks, AK",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.681228876,1.430018544
2000-2014,21820,"Fairbanks, AK",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",1.127196431,0.70822382
2009-2014,21820,"Fairbanks, AK",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",1.931421757,1.732128501
2013-2014,21820,"Fairbanks, AK",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.118120573,0.663639188
2000-2014,21820,"Fairbanks, AK",All races,"Median Income, Percent Change in Mean Absolute Difference",0.66115135,0.360433042
2009-2014,21820,"Fairbanks, AK",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.012744109,0.344383508
2013-2014,21820,"Fairbanks, AK",All races,"Median Income, Percent Change in Mean Absolute Difference",0.206096828,0.487790257
2000-2014,22020,"Fargo, ND-MN",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",2.957290649,1.175955057
2009-2014,22020,"Fargo, ND-MN",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.355469882,0.853238225
2013-2014,22020,"Fargo, ND-MN",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.716682374,1.429411173
2000-2014,22020,"Fargo, ND-MN",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.927837133,0.441920906
2009-2014,22020,"Fargo, ND-MN",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.120367885,0.406401515
2013-2014,22020,"Fargo, ND-MN",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",1.360323071,1.008334041
2000-2014,22020,"Fargo, ND-MN",All races,"Median Income, Percent Change in Mean Absolute Difference",0.961917102,0.340981334
2009-2014,22020,"Fargo, ND-MN",All races,"Median Income, Percent Change in Mean Absolute Difference",0.15125905,0.342717081
2013-2014,22020,"Fargo, ND-MN",All races,"Median Income, Percent Change in Mean Absolute Difference",0.348635733,0.318446577
2000-2014,22140,"Farmington, NM",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.167639211,0.415144712
2009-2014,22140,"Farmington, NM",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",1.900785565,2.859235287
2013-2014,22140,"Farmington, NM",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.101341896,0.315186977
2000-2014,22140,"Farmington, NM",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",1.261395097,0.948230088
2009-2014,22140,"Farmington, NM",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.068907149,0.443065196
2013-2014,22140,"Farmington, NM",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.428636461,0.708345473
2000-2014,22140,"Farmington, NM",All races,"Median Income, Percent Change in Mean Absolute Difference",1.332324147,2.287313938
2009-2014,22140,"Farmington, NM",All races,"Median Income, Percent Change in Mean Absolute Difference",1.353911996,2.458603621
2013-2014,22140,"Farmington, NM",All races,"Median Income, Percent Change in Mean Absolute Difference",1.228272676,2.467242479
2000-2014,22180,"Fayetteville, NC",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.214303926,0.509725273
2009-2014,22180,"Fayetteville, NC",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.36254099,0.50386095
2013-2014,22180,"Fayetteville, NC",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.353055239,0.545312762
2000-2014,22180,"Fayetteville, NC",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.355400354,0.474119186
2009-2014,22180,"Fayetteville, NC",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.377960145,0.695012331
2013-2014,22180,"Fayetteville, NC",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.118646801,0.546205878
2000-2014,22180,"Fayetteville, NC",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.137872964,0.440460891
2009-2014,22180,"Fayetteville, NC",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.544229865,0.447441816
2013-2014,22180,"Fayetteville, NC",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.198945314,0.557283044
2000-2014,22220,"Fayetteville-Springdale-Rogers, AR-MO",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.702012062,0.511397421
2009-2014,22220,"Fayetteville-Springdale-Rogers, AR-MO",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.347063601,0.273574948
2013-2014,22220,"Fayetteville-Springdale-Rogers, AR-MO",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.39478299,0.228414446
2000-2014,22220,"Fayetteville-Springdale-Rogers, AR-MO",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.436560959,0.729645908
2009-2014,22220,"Fayetteville-Springdale-Rogers, AR-MO",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.604547858,0.571977198
2013-2014,22220,"Fayetteville-Springdale-Rogers, AR-MO",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.691963553,0.482111841
2000-2014,22220,"Fayetteville-Springdale-Rogers, AR-MO",All races,"Median Income, Percent Change in Mean Absolute Difference",3.144548893,0.777753353
2009-2014,22220,"Fayetteville-Springdale-Rogers, AR-MO",All races,"Median Income, Percent Change in Mean Absolute Difference",0.727556825,0.406099141
2013-2014,22220,"Fayetteville-Springdale-Rogers, AR-MO",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.201156497,0.277205408
2000-2014,22380,"Flagstaff, AZ",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.526770055,0.815548539
2009-2014,22380,"Flagstaff, AZ",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.346077651,0.398886085
2013-2014,22380,"Flagstaff, AZ",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.150681466,1.228117824
2000-2014,22380,"Flagstaff, AZ",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.758308291,0.56074053
2009-2014,22380,"Flagstaff, AZ",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.455346823,1.007239461
2013-2014,22380,"Flagstaff, AZ",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.42894879,0.566765547
2000-2014,22380,"Flagstaff, AZ",All races,"Median Income, Percent Change in Mean Absolute Difference",0.103025883,0.501458704
2009-2014,22380,"Flagstaff, AZ",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.322924048,0.326049209
2013-2014,22380,"Flagstaff, AZ",All races,"Median Income, Percent Change in Mean Absolute Difference",0.145489082,0.595477402
2000-2014,22420,"Flint, MI",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.19115293,0.594658732
2009-2014,22420,"Flint, MI",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.293061644,1.193004489
2013-2014,22420,"Flint, MI",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.516395688,0.543358088
2000-2014,22420,"Flint, MI",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.742134035,0.488576204
2009-2014,22420,"Flint, MI",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.829727948,0.725102723
2013-2014,22420,"Flint, MI",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",1.303570509,1.005748749
2000-2014,22420,"Flint, MI",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.29817602,0.319465071
2009-2014,22420,"Flint, MI",All races,"Median Income, Percent Change in Mean Absolute Difference",1.260502815,1.325238347
2013-2014,22420,"Flint, MI",All races,"Median Income, Percent Change in Mean Absolute Difference",0.127778873,0.596443415
2000-2014,22500,"Florence, SC",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.32524395,0.845819592
2009-2014,22500,"Florence, SC",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.647848487,0.434124798
2013-2014,22500,"Florence, SC",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.481838882,0.637384832
2000-2014,22500,"Florence, SC",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.293942869,0.942175031
2009-2014,22500,"Florence, SC",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.161671445,0.607086182
2013-2014,22500,"Florence, SC",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.043963175,0.685896575
2000-2014,22500,"Florence, SC",All races,"Median Income, Percent Change in Mean Absolute Difference",0.533885181,0.609790862
2009-2014,22500,"Florence, SC",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.00425794,0.443823367
2013-2014,22500,"Florence, SC",All races,"Median Income, Percent Change in Mean Absolute Difference",0.031309623,0.562524259
2000-2014,22520,"Florence-Muscle Shoals, AL",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",1.542720795,1.355242014
2009-2014,22520,"Florence-Muscle Shoals, AL",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.434337556,0.819819391
2013-2014,22520,"Florence-Muscle Shoals, AL",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",1.073453546,1.657123685
2000-2014,22520,"Florence-Muscle Shoals, AL",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",1.424960732,1.095779419
2009-2014,22520,"Florence-Muscle Shoals, AL",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.219563842,1.053799272
2013-2014,22520,"Florence-Muscle Shoals, AL",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.030343082,0.428947419
2000-2014,22520,"Florence-Muscle Shoals, AL",All races,"Median Income, Percent Change in Mean Absolute Difference",2.313907623,1.494600654
2009-2014,22520,"Florence-Muscle Shoals, AL",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.197035387,2.547677279
2013-2014,22520,"Florence-Muscle Shoals, AL",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.342692196,0.448892474
2000-2014,22540,"Fond du Lac, WI",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",,0
2009-2014,22540,"Fond du Lac, WI",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",,0
2013-2014,22540,"Fond du Lac, WI",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.593124509,0.617801547
2000-2014,22540,"Fond du Lac, WI",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",,0
2009-2014,22540,"Fond du Lac, WI",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",,0
2013-2014,22540,"Fond du Lac, WI",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.72227478,0.125199512
2000-2014,22540,"Fond du Lac, WI",All races,"Median Income, Percent Change in Mean Absolute Difference",,0
2009-2014,22540,"Fond du Lac, WI",All races,"Median Income, Percent Change in Mean Absolute Difference",,0
2013-2014,22540,"Fond du Lac, WI",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.629126012,0.160463348
2000-2014,22660,"Fort Collins, CO",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.608283937,0.484495312
2009-2014,22660,"Fort Collins, CO",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.731568933,0.332079649
2013-2014,22660,"Fort Collins, CO",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.3652201,0.718020082
2000-2014,22660,"Fort Collins, CO",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.736081898,0.87903291
2009-2014,22660,"Fort Collins, CO",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.532312632,0.506553113
2013-2014,22660,"Fort Collins, CO",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.232830539,0.766633511
2000-2014,22660,"Fort Collins, CO",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.378071845,0.222320527
2009-2014,22660,"Fort Collins, CO",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.244684562,0.6566872
2013-2014,22660,"Fort Collins, CO",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.389434189,0.440501511
2000-2014,22900,"Fort Smith, AR-OK",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",1.451300859,0.899827361
2009-2014,22900,"Fort Smith, AR-OK",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.812576294,2.180543661
2013-2014,22900,"Fort Smith, AR-OK",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.383851707,1.4848454
2000-2014,22900,"Fort Smith, AR-OK",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",1.213320613,0.891485512
2009-2014,22900,"Fort Smith, AR-OK",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.181749701,0.85437572
2013-2014,22900,"Fort Smith, AR-OK",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.747686446,1.470926642
2000-2014,22900,"Fort Smith, AR-OK",All races,"Median Income, Percent Change in Mean Absolute Difference",0.767092466,0.614017606
2009-2014,22900,"Fort Smith, AR-OK",All races,"Median Income, Percent Change in Mean Absolute Difference",0.795104742,0.792402983
2013-2014,22900,"Fort Smith, AR-OK",All races,"Median Income, Percent Change in Mean Absolute Difference",0.122917704,0.504706204
2000-2014,23060,"Fort Wayne, IN",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.452847928,0.624614477
2009-2014,23060,"Fort Wayne, IN",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.094150029,0.468643188
2013-2014,23060,"Fort Wayne, IN",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.585099041,0.223783031
2000-2014,23060,"Fort Wayne, IN",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.552770495,0.380141586
2009-2014,23060,"Fort Wayne, IN",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.010036257,0.281164646
2013-2014,23060,"Fort Wayne, IN",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.335665196,0.233188957
2000-2014,23060,"Fort Wayne, IN",All races,"Median Income, Percent Change in Mean Absolute Difference",0.157587141,0.420262486
2009-2014,23060,"Fort Wayne, IN",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.334939241,0.423820496
2013-2014,23060,"Fort Wayne, IN",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.692538023,0.256268889
2000-2014,23420,"Fresno, CA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.155278265,0.339062214
2009-2014,23420,"Fresno, CA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.298047423,0.635642827
2013-2014,23420,"Fresno, CA",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.471319526,0.557209074
2000-2014,23420,"Fresno, CA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.092843227,0.220704854
2009-2014,23420,"Fresno, CA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.140374258,0.266176462
2013-2014,23420,"Fresno, CA",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.316203386,0.486689776
2000-2014,23420,"Fresno, CA",All races,"Median Income, Percent Change in Mean Absolute Difference",0.045810651,0.215545967
2009-2014,23420,"Fresno, CA",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.107136883,0.242234692
2013-2014,23420,"Fresno, CA",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.074573778,0.245372355
2000-2014,23460,"Gadsden, AL",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.236360118,2.1245718
2009-2014,23460,"Gadsden, AL",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.850995362,0.392090678
2013-2014,23460,"Gadsden, AL",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.631427228,0.935824096
2000-2014,23460,"Gadsden, AL",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.106035195,0.603588223
2009-2014,23460,"Gadsden, AL",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.569002628,0.384453535
2013-2014,23460,"Gadsden, AL",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.501020551,0.392962754
2000-2014,23460,"Gadsden, AL",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.032333463,1.998914838
2009-2014,23460,"Gadsden, AL",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.918377936,0.366104037
2013-2014,23460,"Gadsden, AL",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.817666173,1.175809264
2000-2014,23540,"Gainesville, FL",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.446812183,0.546996474
2009-2014,23540,"Gainesville, FL",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",-0.008143658,0.453371257
2013-2014,23540,"Gainesville, FL",All races,"Relative Income Poverty, Percent Change in Mean Absolute Difference",0.566622734,1.714703321
2000-2014,23540,"Gainesville, FL",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.13233535,0.613698661
2009-2014,23540,"Gainesville, FL",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",0.347414672,1.403369188
2013-2014,23540,"Gainesville, FL",All races,"Employment Ratio, Percent Change in Mean Absolute Difference",-0.057589822,0.987104654
2000-2014,23540,"Gainesville, FL",All races,"Median Income, Percent Change in Mean Absolute Difference",0.779402316,0.724187613
2009-2014,23540,"Gainesville, FL",All races,"Median Income, Percent Change in Mean Absolute Difference",-0.334630221,0.457854062
2013-2014,23540,"Gainesville, FL",All races,"Median Income, Percent Change in Mean Absolute Difference",1.145006061,1.098120928
