Year,CBSA,CBSA Name,Race,Indicator,Value,SE
2011,20700,"East Stroudsburg, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.051831841,0.065938257
2012,20700,"East Stroudsburg, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.039935648,0.059857961
2013,20700,"East Stroudsburg, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.057266951,0.040444128
2014,20700,"East Stroudsburg, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.080868125,0.054354504
2000,20700,"East Stroudsburg, PA",Whites and People of Color,"Median Income, Absolute Difference",2824.8125,0
2006,20700,"East Stroudsburg, PA",Whites and People of Color,"Median Income, Absolute Difference",3509.439453,2838.367188
2007,20700,"East Stroudsburg, PA",Whites and People of Color,"Median Income, Absolute Difference",0,5088.192383
2008,20700,"East Stroudsburg, PA",Whites and People of Color,"Median Income, Absolute Difference",8994.171875,3131.212158
2009,20700,"East Stroudsburg, PA",Whites and People of Color,"Median Income, Absolute Difference",1090.484375,3546.628174
2010,20700,"East Stroudsburg, PA",Whites and People of Color,"Median Income, Absolute Difference",0,7314.421387
2011,20700,"East Stroudsburg, PA",Whites and People of Color,"Median Income, Absolute Difference",6400.142578,2762.15918
2012,20700,"East Stroudsburg, PA",Whites and People of Color,"Median Income, Absolute Difference",6231.677734,3296.433105
2013,20700,"East Stroudsburg, PA",Whites and People of Color,"Median Income, Absolute Difference",2043.818359,3293.596924
2014,20700,"East Stroudsburg, PA",Whites and People of Color,"Median Income, Absolute Difference",4537.912109,9160.808594
2000,20700,"East Stroudsburg, PA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.026087105,0
2006,20700,"East Stroudsburg, PA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.071409494,0.07025934
2007,20700,"East Stroudsburg, PA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.069603622,0.057838507
2008,20700,"East Stroudsburg, PA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.046654969,0.049012773
2009,20700,"East Stroudsburg, PA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.022021979,0.033522423
2010,20700,"East Stroudsburg, PA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.05216974,0.042558398
2011,20700,"East Stroudsburg, PA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.027978808,0.057776053
2012,20700,"East Stroudsburg, PA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.100285545,0.056325853
2013,20700,"East Stroudsburg, PA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.00998193,0.038816754
2014,20700,"East Stroudsburg, PA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.053888083,0.058272682
2000,20740,"Eau Claire, WI",Whites and People of Color,"Employment Ratio, Absolute Difference",0.047466695,0
2006,20740,"Eau Claire, WI",Whites and People of Color,"Employment Ratio, Absolute Difference",0.036165893,0.061674669
2007,20740,"Eau Claire, WI",Whites and People of Color,"Employment Ratio, Absolute Difference",0.274390727,0.157081962
2008,20740,"Eau Claire, WI",Whites and People of Color,"Employment Ratio, Absolute Difference",0.035879552,0.07491082
2009,20740,"Eau Claire, WI",Whites and People of Color,"Employment Ratio, Absolute Difference",0.187562168,0.113693722
2010,20740,"Eau Claire, WI",Whites and People of Color,"Employment Ratio, Absolute Difference",0.130939841,0.093360759
2011,20740,"Eau Claire, WI",Whites and People of Color,"Employment Ratio, Absolute Difference",0.097709298,0.063433759
2012,20740,"Eau Claire, WI",Whites and People of Color,"Employment Ratio, Absolute Difference",0.194230378,0.083809629
2013,20740,"Eau Claire, WI",Whites and People of Color,"Employment Ratio, Absolute Difference",0.191497087,0.074815348
2014,20740,"Eau Claire, WI",Whites and People of Color,"Employment Ratio, Absolute Difference",0.235103905,0.062272437
2000,20740,"Eau Claire, WI",Whites and People of Color,"Median Income, Absolute Difference",8877.980469,0
2006,20740,"Eau Claire, WI",Whites and People of Color,"Median Income, Absolute Difference",1169.810547,9083.138672
2007,20740,"Eau Claire, WI",Whites and People of Color,"Median Income, Absolute Difference",17936.84766,9653.46875
2008,20740,"Eau Claire, WI",Whites and People of Color,"Median Income, Absolute Difference",2220.783203,4717.161133
2009,20740,"Eau Claire, WI",Whites and People of Color,"Median Income, Absolute Difference",11231.9707,4879.356934
2010,20740,"Eau Claire, WI",Whites and People of Color,"Median Income, Absolute Difference",12761.59473,1430.628296
2011,20740,"Eau Claire, WI",Whites and People of Color,"Median Income, Absolute Difference",14933.66797,3815.251221
2012,20740,"Eau Claire, WI",Whites and People of Color,"Median Income, Absolute Difference",5193.064453,6325.08252
2013,20740,"Eau Claire, WI",Whites and People of Color,"Median Income, Absolute Difference",13182.60742,4408.332031
2014,20740,"Eau Claire, WI",Whites and People of Color,"Median Income, Absolute Difference",17143.22461,2614.449707
2000,20740,"Eau Claire, WI",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.086961776,0
2006,20740,"Eau Claire, WI",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.111129194,0.127297625
2007,20740,"Eau Claire, WI",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.241097599,0.142495498
2008,20740,"Eau Claire, WI",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.056915432,0.073721863
2009,20740,"Eau Claire, WI",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.120866477,0.124026991
2010,20740,"Eau Claire, WI",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.071104318,0.098456927
2011,20740,"Eau Claire, WI",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.246730506,0.070881531
2012,20740,"Eau Claire, WI",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.158395588,0.104676344
2013,20740,"Eau Claire, WI",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.135239571,0.084465735
2014,20740,"Eau Claire, WI",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.32609123,0.132400751
2000,20940,"El Centro, CA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.127135426,0
2006,20940,"El Centro, CA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.109884024,0.049481206
2007,20940,"El Centro, CA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.143949687,0.053597033
2008,20940,"El Centro, CA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.020141006,0.035685461
2009,20940,"El Centro, CA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.126002133,0.048738472
2010,20940,"El Centro, CA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.105781168,0.0460122
2011,20940,"El Centro, CA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.073029459,0.056046002
2012,20940,"El Centro, CA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.132159948,0.062867381
2013,20940,"El Centro, CA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.098213792,0.056726877
2014,20940,"El Centro, CA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.080332905,0.05476686
2000,20940,"El Centro, CA",Whites and People of Color,"Median Income, Absolute Difference",18832.08008,0
2006,20940,"El Centro, CA",Whites and People of Color,"Median Income, Absolute Difference",18717.00781,7907.872559
2007,20940,"El Centro, CA",Whites and People of Color,"Median Income, Absolute Difference",11424.74219,8508.441406
2008,20940,"El Centro, CA",Whites and People of Color,"Median Income, Absolute Difference",15545.47852,6522.981445
2009,20940,"El Centro, CA",Whites and People of Color,"Median Income, Absolute Difference",23663.47266,7169.009766
2010,20940,"El Centro, CA",Whites and People of Color,"Median Income, Absolute Difference",15140.875,10183.24609
2011,20940,"El Centro, CA",Whites and People of Color,"Median Income, Absolute Difference",29227.31641,6970.200195
2012,20940,"El Centro, CA",Whites and People of Color,"Median Income, Absolute Difference",25965.32031,7867.330566
2013,20940,"El Centro, CA",Whites and People of Color,"Median Income, Absolute Difference",17065.85352,2670.057617
2014,20940,"El Centro, CA",Whites and People of Color,"Median Income, Absolute Difference",22891.24805,9054.234375
2000,20940,"El Centro, CA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.118823573,0
2006,20940,"El Centro, CA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.125138342,0.048328891
2007,20940,"El Centro, CA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.011101797,0.044254251
2008,20940,"El Centro, CA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.190145224,0.038384266
2009,20940,"El Centro, CA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.182619378,0.044814281
2010,20940,"El Centro, CA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.041332945,0.053748842
2011,20940,"El Centro, CA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.127641559,0.063315943
2012,20940,"El Centro, CA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.126789093,0.052303534
2013,20940,"El Centro, CA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.17202352,0.052096538
2014,20940,"El Centro, CA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.074369758,0.061009649
2000,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.025472939,0
2006,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.010152936,0.034221176
2007,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.040345907,0.04212388
2008,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.004467547,0.059414782
2009,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.067276001,0.070036426
2010,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.055143535,0.042070959
2011,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.009931505,0.042164821
2012,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.01733315,0.036085099
2013,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.111855626,0.048449468
2014,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.066904962,0.043509677
2000,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Median Income, Absolute Difference",2690.296875,0
2006,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Median Income, Absolute Difference",3509.439453,4367.055664
2007,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Median Income, Absolute Difference",3427.421875,2765.624023
2008,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Median Income, Absolute Difference",8883.130859,6601.862305
2009,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Median Income, Absolute Difference",2180.964844,4678.07959
2010,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Median Income, Absolute Difference",6164.5,3552.125244
2011,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Median Income, Absolute Difference",533.34375,7680.911621
2012,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Median Income, Absolute Difference",1038.611328,3132.430664
2013,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Median Income, Absolute Difference",3576.675781,6766.215332
2014,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Median Income, Absolute Difference",0,2110.402832
2000,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.001811236,0
2006,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.03090997,0.047755118
2007,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.107212901,0.045273632
2008,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.001377612,0.044469997
2009,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.028447062,0.03597362
2010,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.055721954,0.03972102
2011,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.030175656,0.054744236
2012,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.029000089,0.042620309
2013,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.023576558,0.051856153
2014,21060,"Elizabethtown-Fort Knox, KY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.039969221,0.057603549
2000,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Employment Ratio, Absolute Difference",0.109061539,0
2006,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Employment Ratio, Absolute Difference",0.104624867,0.040575065
2007,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Employment Ratio, Absolute Difference",0.135358214,0.046615798
2008,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Employment Ratio, Absolute Difference",0.027779162,0.036598135
2009,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Employment Ratio, Absolute Difference",0.04547143,0.043883882
2010,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Employment Ratio, Absolute Difference",0.110515416,0.048494808
2011,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Employment Ratio, Absolute Difference",0.217259765,0.056909993
2012,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Employment Ratio, Absolute Difference",0.049118519,0.041928846
2013,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Employment Ratio, Absolute Difference",0.101701498,0.037969504
2014,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Employment Ratio, Absolute Difference",0.12035495,0.038320597
2000,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Median Income, Absolute Difference",9416.041016,0
2006,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Median Income, Absolute Difference",9358.503906,2316.606201
2007,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Median Income, Absolute Difference",8568.558594,2580.85791
2008,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Median Income, Absolute Difference",10215.60352,2521.343262
2009,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Median Income, Absolute Difference",7306.234375,2591.610352
2010,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Median Income, Absolute Difference",3677.070313,3419.573242
2011,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Median Income, Absolute Difference",13013.62305,2178.165039
2012,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Median Income, Absolute Difference",3115.837891,3328.027344
2013,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Median Income, Absolute Difference",4087.628906,3470.037842
2014,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Median Income, Absolute Difference",10084.25,1377.276245
2000,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.057780564,0
2006,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.077787802,0.051550686
2007,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.054991707,0.042872902
2008,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.046731919,0.048476961
2009,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.017067581,0.046079699
2010,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.006265223,0.051549058
2011,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.09621647,0.065497153
2012,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.035275951,0.036853343
2013,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.054165661,0.054995857
2014,21140,"Elkhart-Goshen, IN",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.082829177,0.051117476
2000,21300,"Elmira, NY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.420995802,0
2006,21300,"Elmira, NY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.223528445,0.050623618
2007,21300,"Elmira, NY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.228364944,0.063743517
2008,21300,"Elmira, NY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.391427666,0.060993887
2009,21300,"Elmira, NY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.328488022,0.064692989
2010,21300,"Elmira, NY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.219308823,0.091896966
2011,21300,"Elmira, NY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.508751035,0.099377275
2012,21300,"Elmira, NY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.270209819,0.063609727
2013,21300,"Elmira, NY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.2750763,0.076113828
2014,21300,"Elmira, NY",Whites and People of Color,"Employment Ratio, Absolute Difference",0.238482296,0.064448535
2000,21300,"Elmira, NY",Whites and People of Color,"Median Income, Absolute Difference",11433.76172,0
2006,21300,"Elmira, NY",Whites and People of Color,"Median Income, Absolute Difference",4211.326172,4635.015137
2007,21300,"Elmira, NY",Whites and People of Color,"Median Income, Absolute Difference",3998.660156,5553.334473
2008,21300,"Elmira, NY",Whites and People of Color,"Median Income, Absolute Difference",1110.390625,10732.84082
2009,21300,"Elmira, NY",Whites and People of Color,"Median Income, Absolute Difference",14176.27148,21690.66406
2010,21300,"Elmira, NY",Whites and People of Color,"Median Income, Absolute Difference",4109.667969,5474.654785
2011,21300,"Elmira, NY",Whites and People of Color,"Median Income, Absolute Difference",14933.66797,5077.965332
2012,21300,"Elmira, NY",Whites and People of Color,"Median Income, Absolute Difference",10386.12891,15953.19141
2013,21300,"Elmira, NY",Whites and People of Color,"Median Income, Absolute Difference",8481.832031,8455.681641
2014,21300,"Elmira, NY",Whites and People of Color,"Median Income, Absolute Difference",5848.863281,10647.09863
2000,21300,"Elmira, NY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.115347564,0
2006,21300,"Elmira, NY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.014097124,0.05059994
2007,21300,"Elmira, NY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.005846381,0.08106488
2008,21300,"Elmira, NY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.009897262,0.088426508
2009,21300,"Elmira, NY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.01209566,0.119490258
2010,21300,"Elmira, NY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.067705587,0.082940005
2011,21300,"Elmira, NY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.074194014,0.13092722
2012,21300,"Elmira, NY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.009460777,0.083036847
2013,21300,"Elmira, NY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.03629443,0.085051201
2014,21300,"Elmira, NY",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.136720985,0.082375765
2000,21340,"El Paso, TX",Whites and People of Color,"Employment Ratio, Absolute Difference",0.132556438,0
2006,21340,"El Paso, TX",Whites and People of Color,"Employment Ratio, Absolute Difference",0.103956044,0.020872604
2007,21340,"El Paso, TX",Whites and People of Color,"Employment Ratio, Absolute Difference",0.101583302,0.021742238
2008,21340,"El Paso, TX",Whites and People of Color,"Employment Ratio, Absolute Difference",0.023866534,0.021205416
2009,21340,"El Paso, TX",Whites and People of Color,"Employment Ratio, Absolute Difference",0.045831621,0.021085657
2010,21340,"El Paso, TX",Whites and People of Color,"Employment Ratio, Absolute Difference",0.07929796,0.020554468
2011,21340,"El Paso, TX",Whites and People of Color,"Employment Ratio, Absolute Difference",0.076759338,0.023883536
2012,21340,"El Paso, TX",Whites and People of Color,"Employment Ratio, Absolute Difference",0.033587098,0.020589363
2013,21340,"El Paso, TX",Whites and People of Color,"Employment Ratio, Absolute Difference",0.004264235,0.01879468
2014,21340,"El Paso, TX",Whites and People of Color,"Employment Ratio, Absolute Difference",0.036270857,0.025714662
2000,21340,"El Paso, TX",Whites and People of Color,"Median Income, Absolute Difference",17352.41602,0
2006,21340,"El Paso, TX",Whites and People of Color,"Median Income, Absolute Difference",18717.00781,3291.134766
2007,21340,"El Paso, TX",Whites and People of Color,"Median Income, Absolute Difference",20221.79688,3390.046387
2008,21340,"El Paso, TX",Whites and People of Color,"Median Income, Absolute Difference",21541.5957,4410.382813
2009,21340,"El Paso, TX",Whites and People of Color,"Median Income, Absolute Difference",20719.16992,2404.196777
2010,21340,"El Paso, TX",Whites and People of Color,"Median Income, Absolute Difference",18385.34961,3665.771484
2011,21340,"El Paso, TX",Whites and People of Color,"Median Income, Absolute Difference",20267.11914,3823.578369
2012,21340,"El Paso, TX",Whites and People of Color,"Median Income, Absolute Difference",15059.88477,2517.027832
2013,21340,"El Paso, TX",Whites and People of Color,"Median Income, Absolute Difference",14511.08594,1853.873413
2014,21340,"El Paso, TX",Whites and People of Color,"Median Income, Absolute Difference",14117.94922,3228.641113
2000,21340,"El Paso, TX",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.102901816,0
2006,21340,"El Paso, TX",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.111425862,0.020940036
2007,21340,"El Paso, TX",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.126550853,0.018642861
2008,21340,"El Paso, TX",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.107501879,0.02097418
2009,21340,"El Paso, TX",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.07415624,0.020876117
2010,21340,"El Paso, TX",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.06978406,0.022346484
2011,21340,"El Paso, TX",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.104892224,0.023375945
2012,21340,"El Paso, TX",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.093922615,0.022545315
2013,21340,"El Paso, TX",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.067638978,0.02354891
2014,21340,"El Paso, TX",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.101129621,0.018480994
2000,21500,"Erie, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.185275376,0
2006,21500,"Erie, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.202456653,0.057456043
2007,21500,"Erie, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.283932447,0.05197778
2008,21500,"Erie, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.252342105,0.053098205
2009,21500,"Erie, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.27675125,0.051528245
2010,21500,"Erie, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.046766043,0.044036169
2011,21500,"Erie, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.183468163,0.042728428
2012,21500,"Erie, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.252126038,0.043120526
2013,21500,"Erie, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.185504079,0.049952883
2014,21500,"Erie, PA",Whites and People of Color,"Employment Ratio, Absolute Difference",0.118667781,0.042909544
2000,21500,"Erie, PA",Whites and People of Color,"Median Income, Absolute Difference",6591.228516,0
2006,21500,"Erie, PA",Whites and People of Color,"Median Income, Absolute Difference",6433.972656,2345.41748
2007,21500,"Erie, PA",Whites and People of Color,"Median Income, Absolute Difference",7997.320313,3938.491943
2008,21500,"Erie, PA",Whites and People of Color,"Median Income, Absolute Difference",14435.08984,3207.375244
2009,21500,"Erie, PA",Whites and People of Color,"Median Income, Absolute Difference",9814.34375,4988.449707
2010,21500,"Erie, PA",Whites and People of Color,"Median Income, Absolute Difference",6488.947266,4189.737305
2011,21500,"Erie, PA",Whites and People of Color,"Median Income, Absolute Difference",14933.66797,3476.262207
2012,21500,"Erie, PA",Whites and People of Color,"Median Income, Absolute Difference",6231.677734,2771.721191
2013,21500,"Erie, PA",Whites and People of Color,"Median Income, Absolute Difference",7868.6875,2701.466064
2014,21500,"Erie, PA",Whites and People of Color,"Median Income, Absolute Difference",7058.974609,3536.740234
2000,21500,"Erie, PA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.048845947,0
2006,21500,"Erie, PA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.049259752,0.063491561
2007,21500,"Erie, PA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.104295045,0.061918125
2008,21500,"Erie, PA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.180221349,0.064895838
2009,21500,"Erie, PA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.178672433,0.054133028
2010,21500,"Erie, PA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.151370019,0.052837867
2011,21500,"Erie, PA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.226177901,0.052066516
2012,21500,"Erie, PA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.065116078,0.064776361
2013,21500,"Erie, PA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.122177571,0.053986721
2014,21500,"Erie, PA",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.029804856,0.054728914
2000,21660,"Eugene, OR",Whites and People of Color,"Employment Ratio, Absolute Difference",0.109340429,0
2006,21660,"Eugene, OR",Whites and People of Color,"Employment Ratio, Absolute Difference",0.108543098,0.035376895
2007,21660,"Eugene, OR",Whites and People of Color,"Employment Ratio, Absolute Difference",0.047196031,0.033493776
2008,21660,"Eugene, OR",Whites and People of Color,"Employment Ratio, Absolute Difference",0.009977043,0.024938434
2009,21660,"Eugene, OR",Whites and People of Color,"Employment Ratio, Absolute Difference",0.118040502,0.0385959
2010,21660,"Eugene, OR",Whites and People of Color,"Employment Ratio, Absolute Difference",0.03251797,0.036807567
2011,21660,"Eugene, OR",Whites and People of Color,"Employment Ratio, Absolute Difference",0.033861816,0.034936499
2012,21660,"Eugene, OR",Whites and People of Color,"Employment Ratio, Absolute Difference",0.073711336,0.036088478
2013,21660,"Eugene, OR",Whites and People of Color,"Employment Ratio, Absolute Difference",0.032128215,0.032155614
2014,21660,"Eugene, OR",Whites and People of Color,"Employment Ratio, Absolute Difference",0.031756878,0.034629986
2000,21660,"Eugene, OR",Whites and People of Color,"Median Income, Absolute Difference",6322.197266,0
2006,21660,"Eugene, OR",Whites and People of Color,"Median Income, Absolute Difference",9358.503906,2864.674805
2007,21660,"Eugene, OR",Whites and People of Color,"Median Income, Absolute Difference",9139.794922,3010.387207
2008,21660,"Eugene, OR",Whites and People of Color,"Median Income, Absolute Difference",7772.740234,3743.970703
2009,21660,"Eugene, OR",Whites and People of Color,"Median Income, Absolute Difference",5452.414063,2346.052979
2010,21660,"Eugene, OR",Whites and People of Color,"Median Income, Absolute Difference",9733.419922,3358.362305
2011,21660,"Eugene, OR",Whites and People of Color,"Median Income, Absolute Difference",10133.55957,2672.725586
2012,21660,"Eugene, OR",Whites and People of Color,"Median Income, Absolute Difference",8308.902344,2217.497314
2013,21660,"Eugene, OR",Whites and People of Color,"Median Income, Absolute Difference",6335.825195,3407.464355
2014,21660,"Eugene, OR",Whites and People of Color,"Median Income, Absolute Difference",7058.974609,2922.060059
2000,21660,"Eugene, OR",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.07776612,0
2006,21660,"Eugene, OR",Whites and People of Color,"Relative Income Poverty, Absolute Difference",0.07941401,0.044123113
