Year,CBSA,CBSA Name,Race,Indicator,Value,SE
2000-2014,21820,"Fairbanks, AK",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",1.059887409,0.701556265
2009-2014,21820,"Fairbanks, AK",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.16961655,0.433727384
2013-2014,21820,"Fairbanks, AK",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.059544865,0.779293358
2000-2014,21820,"Fairbanks, AK",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.588808537,0.495177329
2009-2014,21820,"Fairbanks, AK",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.519552946,0.834629297
2013-2014,21820,"Fairbanks, AK",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",1.731370687,7.365591526
2000-2014,21820,"Fairbanks, AK",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.820640206,0.618054509
2009-2014,21820,"Fairbanks, AK",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.017452134,0.410397261
2013-2014,21820,"Fairbanks, AK",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.110974275,0.49338612
2000-2014,22020,"Fargo, ND-MN",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.346829563,0.458491594
2009-2014,22020,"Fargo, ND-MN",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.011739431,1.97727716
2013-2014,22020,"Fargo, ND-MN",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.161258936,9.41519928
2000-2014,22020,"Fargo, ND-MN",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.330722749,0.577747285
2009-2014,22020,"Fargo, ND-MN",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",1.998878956,12.00591755
2013-2014,22020,"Fargo, ND-MN",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",843.1080322,1650.639893
2000-2014,22020,"Fargo, ND-MN",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.000432447,0.302591562
2009-2014,22020,"Fargo, ND-MN",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.302074581,0.452974886
2013-2014,22020,"Fargo, ND-MN",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.473703176,0.195177138
2000-2014,22140,"Farmington, NM",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.719871759,0.43892765
2009-2014,22140,"Farmington, NM",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.263779223,6.270081043
2013-2014,22140,"Farmington, NM",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.509085894,18.06747246
2000-2014,22140,"Farmington, NM",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.995324731,0.251318038
2009-2014,22140,"Farmington, NM",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.996738553,0.183935702
2013-2014,22140,"Farmington, NM",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.986512244,1.922876
2000-2014,22140,"Farmington, NM",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.178061783,0.66761297
2009-2014,22140,"Farmington, NM",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.453180671,1.053500414
2013-2014,22140,"Farmington, NM",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",4.427437782,3.783188105
2000-2014,22180,"Fayetteville, NC",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.025671039,0.334710628
2009-2014,22180,"Fayetteville, NC",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.204180524,0.492269427
2013-2014,22180,"Fayetteville, NC",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.025199054,0.476066649
2000-2014,22180,"Fayetteville, NC",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.623407185,0.252764881
2009-2014,22180,"Fayetteville, NC",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.287833095,0.997214615
2013-2014,22180,"Fayetteville, NC",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.439346462,0.475170314
2000-2014,22180,"Fayetteville, NC",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.128284216,0.244408965
2009-2014,22180,"Fayetteville, NC",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.422030598,0.342878819
2013-2014,22180,"Fayetteville, NC",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.013193766,0.407867223
2000-2014,22220,"Fayetteville-Springdale-Rogers, AR-MO",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.330523819,2.15642643
2009-2014,22220,"Fayetteville-Springdale-Rogers, AR-MO",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.016618051,29.99709892
2013-2014,22220,"Fayetteville-Springdale-Rogers, AR-MO",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.688862383,0.732250631
2000-2014,22220,"Fayetteville-Springdale-Rogers, AR-MO",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.797386646,0.310969472
2009-2014,22220,"Fayetteville-Springdale-Rogers, AR-MO",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",1.991497278,24.11777115
2013-2014,22220,"Fayetteville-Springdale-Rogers, AR-MO",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.59157294,0.998222172
2000-2014,22220,"Fayetteville-Springdale-Rogers, AR-MO",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",1.498918772,0.299010366
2009-2014,22220,"Fayetteville-Springdale-Rogers, AR-MO",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.075249068,0.147987053
2013-2014,22220,"Fayetteville-Springdale-Rogers, AR-MO",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.032542661,0.190074772
2000-2014,22380,"Flagstaff, AZ",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.70526135,0.390949875
2009-2014,22380,"Flagstaff, AZ",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.789807498,0.312289327
2013-2014,22380,"Flagstaff, AZ",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.388740718,12.50974655
2000-2014,22380,"Flagstaff, AZ",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.343072951,0.173989251
2009-2014,22380,"Flagstaff, AZ",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.089214332,0.475260496
2013-2014,22380,"Flagstaff, AZ",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.814529121,1.174969196
2000-2014,22380,"Flagstaff, AZ",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.250324368,0.620007515
2009-2014,22380,"Flagstaff, AZ",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.486249387,0.567261875
2013-2014,22380,"Flagstaff, AZ",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.086289965,1.031613827
2000-2014,22420,"Flint, MI",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.471359462,0.42684406
2009-2014,22420,"Flint, MI",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",1.28163147,2.637167692
2013-2014,22420,"Flint, MI",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.047816243,0.715146065
2000-2014,22420,"Flint, MI",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.016586326,0.183352321
2009-2014,22420,"Flint, MI",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.107203357,0.216612458
2013-2014,22420,"Flint, MI",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.11501345,0.321414888
2000-2014,22420,"Flint, MI",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.351874053,0.165291905
2009-2014,22420,"Flint, MI",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",9.172265053,2.236763716
2013-2014,22420,"Flint, MI",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.17987749,0.262379736
2000-2014,22500,"Florence, SC",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.520740747,0.371898323
2009-2014,22500,"Florence, SC",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.462381393,0.442130178
2013-2014,22500,"Florence, SC",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.458348393,0.514411569
2000-2014,22500,"Florence, SC",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.241126269,0.235570595
2009-2014,22500,"Florence, SC",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.084100835,0.37835598
2013-2014,22500,"Florence, SC",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.525084436,1.021220684
2000-2014,22500,"Florence, SC",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.062905468,0.239595354
2009-2014,22500,"Florence, SC",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.288653076,0.236174062
2013-2014,22500,"Florence, SC",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.160948455,0.461046755
2000-2014,22520,"Florence-Muscle Shoals, AL",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.454788625,0.820279837
2009-2014,22520,"Florence-Muscle Shoals, AL",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.967645526,17.6196003
2013-2014,22520,"Florence-Muscle Shoals, AL",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.307173193,9.726316452
2000-2014,22520,"Florence-Muscle Shoals, AL",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.319797158,0.403849721
2009-2014,22520,"Florence-Muscle Shoals, AL",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",1.743744016,33.54852295
2013-2014,22520,"Florence-Muscle Shoals, AL",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",1.883937359,25.60914421
2000-2014,22520,"Florence-Muscle Shoals, AL",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.405641794,0.445716083
2009-2014,22520,"Florence-Muscle Shoals, AL",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",3.954016924,2.737502575
2013-2014,22520,"Florence-Muscle Shoals, AL",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",1.000284076,1.129610896
2000-2014,22540,"Fond du Lac, WI",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",,0
2009-2014,22540,"Fond du Lac, WI",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",,0
2013-2014,22540,"Fond du Lac, WI",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",1.763454318,4.452685356
2000-2014,22540,"Fond du Lac, WI",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",,0
2009-2014,22540,"Fond du Lac, WI",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",,0
2013-2014,22540,"Fond du Lac, WI",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.058557879,1.264547706
2000-2014,22540,"Fond du Lac, WI",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",,0
2009-2014,22540,"Fond du Lac, WI",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",,0
2013-2014,22540,"Fond du Lac, WI",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.794194341,0.585158944
2000-2014,22660,"Fort Collins, CO",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.688787639,0.391008228
2009-2014,22660,"Fort Collins, CO",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.605164766,0.864851356
2013-2014,22660,"Fort Collins, CO",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.600232065,0.846331835
2000-2014,22660,"Fort Collins, CO",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.994494557,0.857892394
2009-2014,22660,"Fort Collins, CO",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.996178687,0.764487982
2013-2014,22660,"Fort Collins, CO",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.996939301,0.486732036
2000-2014,22660,"Fort Collins, CO",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.137873203,0.28097558
2009-2014,22660,"Fort Collins, CO",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.063463688,0.509101331
2013-2014,22660,"Fort Collins, CO",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.134827152,0.839969397
2000-2014,22900,"Fort Smith, AR-OK",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.810710728,2.025025129
2009-2014,22900,"Fort Smith, AR-OK",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.712964237,9.169340134
2013-2014,22900,"Fort Smith, AR-OK",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.909730554,1.263886571
2000-2014,22900,"Fort Smith, AR-OK",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.000180183,0.898526907
2009-2014,22900,"Fort Smith, AR-OK",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.464544445,0.658170283
2013-2014,22900,"Fort Smith, AR-OK",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.447370768,322.0084534
2000-2014,22900,"Fort Smith, AR-OK",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.175356746,0.407308221
2009-2014,22900,"Fort Smith, AR-OK",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.273410052,0.463537186
2013-2014,22900,"Fort Smith, AR-OK",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.321570277,0.482771426
2000-2014,23060,"Fort Wayne, IN",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.257871479,0.591568887
2009-2014,23060,"Fort Wayne, IN",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.301898539,1.003807306
2013-2014,23060,"Fort Wayne, IN",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.326267034,0.792031229
2000-2014,23060,"Fort Wayne, IN",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.276914835,0.215620026
2009-2014,23060,"Fort Wayne, IN",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.126240686,0.180493087
2013-2014,23060,"Fort Wayne, IN",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.025452109,0.236609727
2000-2014,23060,"Fort Wayne, IN",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.049545515,0.338630289
2009-2014,23060,"Fort Wayne, IN",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.200832516,0.399324119
2013-2014,23060,"Fort Wayne, IN",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.232483894,0.388779581
2000-2014,23420,"Fresno, CA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.343689799,0.125818864
2009-2014,23420,"Fresno, CA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.181806847,0.336137503
2013-2014,23420,"Fresno, CA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.167531818,0.192875236
2000-2014,23420,"Fresno, CA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.457679957,0.092716224
2009-2014,23420,"Fresno, CA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.365190744,0.402390212
2013-2014,23420,"Fresno, CA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.540768385,0.494946897
2000-2014,23420,"Fresno, CA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.062583625,0.117974527
2009-2014,23420,"Fresno, CA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.113326877,0.162783593
2013-2014,23420,"Fresno, CA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.053826652,0.174747989
2000-2014,23460,"Gadsden, AL",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.17915459,0.987264991
2009-2014,23460,"Gadsden, AL",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.732116699,0.355458796
2013-2014,23460,"Gadsden, AL",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.247861952,14.622962
2000-2014,23460,"Gadsden, AL",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.234682441,0.352752864
2009-2014,23460,"Gadsden, AL",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.066670582,1.549551487
2013-2014,23460,"Gadsden, AL",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",2.772341251,160.2958679
2000-2014,23460,"Gadsden, AL",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.430246711,0.542894661
2009-2014,23460,"Gadsden, AL",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.729688227,0.421181321
2013-2014,23460,"Gadsden, AL",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.668153644,0.424442291
2000-2014,23540,"Gainesville, FL",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",1.213680983,0.992317319
2009-2014,23540,"Gainesville, FL",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.006761285,0.596820414
2013-2014,23540,"Gainesville, FL",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",3.215018749,38.86326599
2000-2014,23540,"Gainesville, FL",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.001009763,0.274258435
2009-2014,23540,"Gainesville, FL",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",1.282718182,5.809041023
2013-2014,23540,"Gainesville, FL",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.890808702,1.549479723
2000-2014,23540,"Gainesville, FL",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.220925435,0.540571213
2009-2014,23540,"Gainesville, FL",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",1.130946994,1.941170335
2013-2014,23540,"Gainesville, FL",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",4.230071068,5.133899212
2000-2014,23580,"Gainesville, GA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.249963522,0.528092921
2009-2014,23580,"Gainesville, GA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",1.571974754,29.31293869
2013-2014,23580,"Gainesville, GA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.056086395,3.809284687
2000-2014,23580,"Gainesville, GA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.652290523,0.281384259
2009-2014,23580,"Gainesville, GA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.331133097,0.986566365
2013-2014,23580,"Gainesville, GA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.470563889,0.431898594
2000-2014,23580,"Gainesville, GA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.06331525,0.197824046
2009-2014,23580,"Gainesville, GA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.224193826,0.311852694
2013-2014,23580,"Gainesville, GA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.371660739,0.347162068
2000-2014,23900,"Gettysburg, PA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",3.50549531,2.403538465
2009-2014,23900,"Gettysburg, PA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.364824474,2.649822712
2013-2014,23900,"Gettysburg, PA",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.484188944,10.13555813
2000-2014,23900,"Gettysburg, PA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",1.485322118,1.439808249
2009-2014,23900,"Gettysburg, PA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.831032157,14.64300156
2013-2014,23900,"Gettysburg, PA",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.832371473,3.734330177
2000-2014,23900,"Gettysburg, PA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.499351263,1.061653495
2009-2014,23900,"Gettysburg, PA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.159317166,0.758599102
2013-2014,23900,"Gettysburg, PA",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.060184471,0.72905755
2000-2014,24020,"Glens Falls, NY",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.690292478,0.53805691
2009-2014,24020,"Glens Falls, NY",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",1.407811046,19.73838234
2013-2014,24020,"Glens Falls, NY",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",12.88877869,64.40982819
2000-2014,24020,"Glens Falls, NY",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.095995478,0.220027491
2009-2014,24020,"Glens Falls, NY",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.301061362,0.493706644
2013-2014,24020,"Glens Falls, NY",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.722777426,1.123794794
2000-2014,24020,"Glens Falls, NY",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.421260029,0.483422339
2009-2014,24020,"Glens Falls, NY",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",1.671503067,2.137154818
2013-2014,24020,"Glens Falls, NY",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.995542109,0.768609762
2000-2014,24140,"Goldsboro, NC",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",3.287408113,2.39480114
2009-2014,24140,"Goldsboro, NC",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.750261843,2.186936378
2013-2014,24140,"Goldsboro, NC",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.12911281,1.465084434
2000-2014,24140,"Goldsboro, NC",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.13149628,0.417196363
2009-2014,24140,"Goldsboro, NC",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.047507428,0.442703247
2013-2014,24140,"Goldsboro, NC",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.092604764,0.646675467
2000-2014,24140,"Goldsboro, NC",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",1.141930342,0.801084757
2009-2014,24140,"Goldsboro, NC",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.744813204,0.924976707
2013-2014,24140,"Goldsboro, NC",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.134260327,0.500256062
2000-2014,24220,"Grand Forks, ND-MN",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",13.8375082,6.231832027
2009-2014,24220,"Grand Forks, ND-MN",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",6.035706043,569.7329712
2013-2014,24220,"Grand Forks, ND-MN",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",-0.213062629,0.377460986
2000-2014,24220,"Grand Forks, ND-MN",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.923481047,1.386180043
2009-2014,24220,"Grand Forks, ND-MN",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.246795118,1.431442738
2013-2014,24220,"Grand Forks, ND-MN",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.578932166,0.335286319
2000-2014,24220,"Grand Forks, ND-MN",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",1.099091768,0.811130762
2009-2014,24220,"Grand Forks, ND-MN",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",3.623755217,2.259973288
2013-2014,24220,"Grand Forks, ND-MN",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.23248367,0.40115118
2000-2014,24260,"Grand Island, NE",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",16.0370903,20.54603004
2009-2014,24260,"Grand Island, NE",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.74823457,26.87607765
2013-2014,24260,"Grand Island, NE",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.539565027,2495.398926
2000-2014,24260,"Grand Island, NE",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.298320353,0.243159115
2009-2014,24260,"Grand Island, NE",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",2.602684736,18.50217819
2013-2014,24260,"Grand Island, NE",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.431967556,2.16188693
2000-2014,24260,"Grand Island, NE",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",4.247731686,3.004712343
2009-2014,24260,"Grand Island, NE",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.820603073,1.79915154
2013-2014,24260,"Grand Island, NE",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.222890183,0.598376274
2000-2014,24300,"Grand Junction, CO",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",1.312578917,1.548241973
2009-2014,24300,"Grand Junction, CO",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",2.099815845,34.17808151
2013-2014,24300,"Grand Junction, CO",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",246.2682495,467.2597351
2000-2014,24300,"Grand Junction, CO",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.999788284,0.551395595
2009-2014,24300,"Grand Junction, CO",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.998492479,497.3067322
2013-2014,24300,"Grand Junction, CO",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.999767125,0.787026405
2000-2014,24300,"Grand Junction, CO",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.52476424,0.622547269
2009-2014,24300,"Grand Junction, CO",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.849502087,1.051160336
2013-2014,24300,"Grand Junction, CO",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",12.15742016,6.427188873
2000-2014,24340,"Grand Rapids-Wyoming, MI",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",1.279067039,0.448577464
2009-2014,24340,"Grand Rapids-Wyoming, MI",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.302208155,0.383016467
2013-2014,24340,"Grand Rapids-Wyoming, MI",Whites and People of Color,"Relative Income Poverty, Percent Change in Absolute Difference",0.692342639,0.66643858
2000-2014,24340,"Grand Rapids-Wyoming, MI",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",-0.191679731,0.189710066
2009-2014,24340,"Grand Rapids-Wyoming, MI",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.281693429,0.538114548
2013-2014,24340,"Grand Rapids-Wyoming, MI",Whites and People of Color,"Employment Ratio, Percent Change in Absolute Difference",0.534784615,0.665193141
2000-2014,24340,"Grand Rapids-Wyoming, MI",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",0.388742983,0.20895721
2009-2014,24340,"Grand Rapids-Wyoming, MI",Whites and People of Color,"Median Income, Percent Change in Absolute Difference",-0.293940067,0.133990109
