Year,CBSA,CBSA Name,Composite,Rank,Score
2013-2014,40140,Riverside-San Bernardino-Ontario; CA Metropolitan Statisti,Prosperity,62,-0.637730543
2013-2014,40380,Rochester; NY Metropolitan Statistical Area,Prosperity,67,-0.849377679
2013-2014,40900,Sacramento--Roseville--Arden-Arcade; CA Metropolitan Stati,Prosperity,87,-2.793762899
2013-2014,41180,St. Louis; MO-IL Metropolitan Statistical Area,Prosperity,29,1.433801638
2013-2014,41620,Salt Lake City; UT Metropolitan Statistical Area,Prosperity,40,0.542132324
2013-2014,41700,San Antonio-New Braunfels; TX Metropolitan Statistical Are,Prosperity,4,4.019126454
2013-2014,41740,San Diego-Carlsbad; CA Metropolitan Statistical Area,Prosperity,63,-0.744581146
2013-2014,41860,San Francisco-Oakland-Hayward; CA Metropolitan Statistical,Prosperity,14,2.676322858
2013-2014,41940,San Jose-Sunnyvale-Santa Clara; CA Metropolitan Statistica,Prosperity,1,7.413075914
2013-2014,42540,Scranton--Wilkes-Barre--Hazleton; PA Metropolitan Statisti,Prosperity,8,3.531032575
2013-2014,42660,Seattle-Tacoma-Bellevue; WA Metropolitan Statistical Area,Prosperity,16,2.406466848
2013-2014,44060,Spokane-Spokane Valley; WA Metropolitan Statistical Area,Prosperity,44,0.221398589
2013-2014,44140,Springfield; MA Metropolitan Statistical Area,Prosperity,23,1.775056385
2013-2014,44700,Stockton-Lodi; CA Metropolitan Statistical Area,Prosperity,98,-5.02398294
2013-2014,45060,Syracuse; NY Metropolitan Statistical Area,Prosperity,49,0.082536118
2013-2014,45300,Tampa-St. Petersburg-Clearwater; FL Metropolitan Statistic,Prosperity,30,1.2482315
2013-2014,45780,Toledo; OH Metropolitan Statistical Area,Prosperity,18,2.333014317
2013-2014,46060,Tucson; AZ Metropolitan Statistical Area,Prosperity,79,-2.017689778
2013-2014,46140,Tulsa; OK Metropolitan Statistical Area,Prosperity,27,1.542217974
2013-2014,46520,Urban Honolulu; HI Metropolitan Statistical Area,Prosperity,61,-0.479960054
2013-2014,47260,Virginia Beach-Norfolk-Newport News; VA-NC Metropolitan St,Prosperity,84,-2.587570352
2013-2014,47900,Washington-Arlington-Alexandria; DC-VA-MD-WV Metropolitan,Prosperity,81,-2.107677721
2013-2014,48620,Wichita; KS Metropolitan Statistical Area,Prosperity,36,1.019748867
2013-2014,49180,Winston-Salem; NC Metropolitan Statistical Area,Prosperity,31,1.203729226
2013-2014,49340,Worcester; MA-CT Metropolitan Statistical Area,Prosperity,19,2.206443362
2013-2014,49660,Youngstown-Warren-Boardman; OH-PA Metropolitan Statistical,Prosperity,51,0.052743358
