Year,CBSA,CBSA Name,Race,Indicator,Value,SE
2007,12220,"Auburn-Opelika, AL",All races,"Relative Income Poverty, Mean Absolute Difference",0.253402323,0.047863215
2008,12220,"Auburn-Opelika, AL",All races,"Relative Income Poverty, Mean Absolute Difference",0.036701657,0.083381511
2009,12220,"Auburn-Opelika, AL",All races,"Relative Income Poverty, Mean Absolute Difference",0.0665887,0.067678429
2010,12220,"Auburn-Opelika, AL",All races,"Relative Income Poverty, Mean Absolute Difference",0.083179474,0.093622074
2011,12220,"Auburn-Opelika, AL",All races,"Relative Income Poverty, Mean Absolute Difference",0.09837389,0.073539965
2012,12220,"Auburn-Opelika, AL",All races,"Relative Income Poverty, Mean Absolute Difference",0.303707331,0.07151515
2013,12220,"Auburn-Opelika, AL",All races,"Relative Income Poverty, Mean Absolute Difference",0.121155426,0.119878672
2014,12220,"Auburn-Opelika, AL",All races,"Relative Income Poverty, Mean Absolute Difference",0.185289994,0.108300947
2000,12260,"Augusta-Richmond County, GA-SC",All races,"Employment Ratio, Mean Absolute Difference",0.053093564,0
2006,12260,"Augusta-Richmond County, GA-SC",All races,"Employment Ratio, Mean Absolute Difference",0.073608376,0.037156537
2007,12260,"Augusta-Richmond County, GA-SC",All races,"Employment Ratio, Mean Absolute Difference",0.065109156,0.03245445
2008,12260,"Augusta-Richmond County, GA-SC",All races,"Employment Ratio, Mean Absolute Difference",0.049940027,0.029832264
2009,12260,"Augusta-Richmond County, GA-SC",All races,"Employment Ratio, Mean Absolute Difference",0.074601494,0.032676008
2010,12260,"Augusta-Richmond County, GA-SC",All races,"Employment Ratio, Mean Absolute Difference",0.037761055,0.038892135
2011,12260,"Augusta-Richmond County, GA-SC",All races,"Employment Ratio, Mean Absolute Difference",0.116245613,0.040881149
2012,12260,"Augusta-Richmond County, GA-SC",All races,"Employment Ratio, Mean Absolute Difference",0.11380446,0.039145544
2013,12260,"Augusta-Richmond County, GA-SC",All races,"Employment Ratio, Mean Absolute Difference",0.069242157,0.033029351
2014,12260,"Augusta-Richmond County, GA-SC",All races,"Employment Ratio, Mean Absolute Difference",0.046212006,0.038151152
2000,12260,"Augusta-Richmond County, GA-SC",All races,"Median Income, Mean Absolute Difference",4250.669434,0
2006,12260,"Augusta-Richmond County, GA-SC",All races,"Median Income, Mean Absolute Difference",6784.915527,2933.845459
2007,12260,"Augusta-Richmond County, GA-SC",All races,"Median Income, Mean Absolute Difference",6375.006348,2644.378174
2008,12260,"Augusta-Richmond County, GA-SC",All races,"Median Income, Mean Absolute Difference",7372.998535,2100.179932
2009,12260,"Augusta-Richmond County, GA-SC",All races,"Median Income, Mean Absolute Difference",8789.291016,2143.737061
2010,12260,"Augusta-Richmond County, GA-SC",All races,"Median Income, Mean Absolute Difference",4736.931152,3857.425049
2011,12260,"Augusta-Richmond County, GA-SC",All races,"Median Income, Mean Absolute Difference",11733.59375,2853.047119
2012,12260,"Augusta-Richmond County, GA-SC",All races,"Median Income, Mean Absolute Difference",10427.6748,2936.820557
2013,12260,"Augusta-Richmond County, GA-SC",All races,"Median Income, Mean Absolute Difference",15982.63086,1535.693115
2014,12260,"Augusta-Richmond County, GA-SC",All races,"Median Income, Mean Absolute Difference",7058.975098,3067.305664
2000,12260,"Augusta-Richmond County, GA-SC",All races,"Relative Income Poverty, Mean Absolute Difference",0.043692578,0
2006,12260,"Augusta-Richmond County, GA-SC",All races,"Relative Income Poverty, Mean Absolute Difference",0.110765137,0.046072952
2007,12260,"Augusta-Richmond County, GA-SC",All races,"Relative Income Poverty, Mean Absolute Difference",0.055017225,0.029588463
2008,12260,"Augusta-Richmond County, GA-SC",All races,"Relative Income Poverty, Mean Absolute Difference",0.049843121,0.044101745
2009,12260,"Augusta-Richmond County, GA-SC",All races,"Relative Income Poverty, Mean Absolute Difference",0.105924249,0.054201819
2010,12260,"Augusta-Richmond County, GA-SC",All races,"Relative Income Poverty, Mean Absolute Difference",0.059272908,0.03853447
2011,12260,"Augusta-Richmond County, GA-SC",All races,"Relative Income Poverty, Mean Absolute Difference",0.085976526,0.041311722
2012,12260,"Augusta-Richmond County, GA-SC",All races,"Relative Income Poverty, Mean Absolute Difference",0.172295734,0.058168504
2013,12260,"Augusta-Richmond County, GA-SC",All races,"Relative Income Poverty, Mean Absolute Difference",0.151394412,0.045058433
2014,12260,"Augusta-Richmond County, GA-SC",All races,"Relative Income Poverty, Mean Absolute Difference",0.06496866,0.036128741
2000,12420,"Austin-Round Rock, TX",All races,"Employment Ratio, Mean Absolute Difference",0.065883458,0
2006,12420,"Austin-Round Rock, TX",All races,"Employment Ratio, Mean Absolute Difference",0.056745373,0.016946949
2007,12420,"Austin-Round Rock, TX",All races,"Employment Ratio, Mean Absolute Difference",0.059338689,0.012380266
2008,12420,"Austin-Round Rock, TX",All races,"Employment Ratio, Mean Absolute Difference",0.054247309,0.012030622
2009,12420,"Austin-Round Rock, TX",All races,"Employment Ratio, Mean Absolute Difference",0.040365089,0.011928978
2010,12420,"Austin-Round Rock, TX",All races,"Employment Ratio, Mean Absolute Difference",0.042754162,0.011766705
2011,12420,"Austin-Round Rock, TX",All races,"Employment Ratio, Mean Absolute Difference",0.050150596,0.019834701
2012,12420,"Austin-Round Rock, TX",All races,"Employment Ratio, Mean Absolute Difference",0.050674308,0.012426427
2013,12420,"Austin-Round Rock, TX",All races,"Employment Ratio, Mean Absolute Difference",0.061259069,0.014411195
2014,12420,"Austin-Round Rock, TX",All races,"Employment Ratio, Mean Absolute Difference",0.045991968,0.015266608
2000,12420,"Austin-Round Rock, TX",All races,"Median Income, Mean Absolute Difference",6080.071777,0
2006,12420,"Austin-Round Rock, TX",All races,"Median Income, Mean Absolute Difference",11370.58398,1265.150879
2007,12420,"Austin-Round Rock, TX",All races,"Median Income, Mean Absolute Difference",9642.485352,1607.90332
2008,12420,"Austin-Round Rock, TX",All races,"Median Income, Mean Absolute Difference",8661.052734,1664.095093
2009,12420,"Austin-Round Rock, TX",All races,"Median Income, Mean Absolute Difference",9770.722656,1595.45166
2010,12420,"Austin-Round Rock, TX",All races,"Median Income, Mean Absolute Difference",10901.42969,1771.56958
2011,12420,"Austin-Round Rock, TX",All races,"Median Income, Mean Absolute Difference",10709.57227,1625.949585
2012,12420,"Austin-Round Rock, TX",All races,"Median Income, Mean Absolute Difference",9347.515625,1660.486328
2013,12420,"Austin-Round Rock, TX",All races,"Median Income, Mean Absolute Difference",11445.36426,1394.194336
2014,12420,"Austin-Round Rock, TX",All races,"Median Income, Mean Absolute Difference",10487.62012,1017.695801
2000,12420,"Austin-Round Rock, TX",All races,"Relative Income Poverty, Mean Absolute Difference",0.032486387,0
2006,12420,"Austin-Round Rock, TX",All races,"Relative Income Poverty, Mean Absolute Difference",0.080670744,0.021106064
2007,12420,"Austin-Round Rock, TX",All races,"Relative Income Poverty, Mean Absolute Difference",0.065328173,0.021335047
2008,12420,"Austin-Round Rock, TX",All races,"Relative Income Poverty, Mean Absolute Difference",0.05787183,0.025460118
2009,12420,"Austin-Round Rock, TX",All races,"Relative Income Poverty, Mean Absolute Difference",0.090182446,0.015615868
2010,12420,"Austin-Round Rock, TX",All races,"Relative Income Poverty, Mean Absolute Difference",0.04873801,0.010848364
2011,12420,"Austin-Round Rock, TX",All races,"Relative Income Poverty, Mean Absolute Difference",0.057705838,0.012980717
2012,12420,"Austin-Round Rock, TX",All races,"Relative Income Poverty, Mean Absolute Difference",0.068073027,0.017289381
2013,12420,"Austin-Round Rock, TX",All races,"Relative Income Poverty, Mean Absolute Difference",0.063790895,0.011534177
2014,12420,"Austin-Round Rock, TX",All races,"Relative Income Poverty, Mean Absolute Difference",0.04632654,0.012570036
2000,12540,"Bakersfield, CA",All races,"Employment Ratio, Mean Absolute Difference",0.11451675,0
2006,12540,"Bakersfield, CA",All races,"Employment Ratio, Mean Absolute Difference",0.088371716,0.023328444
2007,12540,"Bakersfield, CA",All races,"Employment Ratio, Mean Absolute Difference",0.08858718,0.025000643
2008,12540,"Bakersfield, CA",All races,"Employment Ratio, Mean Absolute Difference",0.099056765,0.022255637
2009,12540,"Bakersfield, CA",All races,"Employment Ratio, Mean Absolute Difference",0.093790397,0.024731597
2010,12540,"Bakersfield, CA",All races,"Employment Ratio, Mean Absolute Difference",0.129462615,0.021806298
2011,12540,"Bakersfield, CA",All races,"Employment Ratio, Mean Absolute Difference",0.141860038,0.025365772
2012,12540,"Bakersfield, CA",All races,"Employment Ratio, Mean Absolute Difference",0.134599522,0.0300861
2013,12540,"Bakersfield, CA",All races,"Employment Ratio, Mean Absolute Difference",0.132109165,0.02045461
2014,12540,"Bakersfield, CA",All races,"Employment Ratio, Mean Absolute Difference",0.097659305,0.028269066
2000,12540,"Bakersfield, CA",All races,"Median Income, Mean Absolute Difference",6994.772461,0
2006,12540,"Bakersfield, CA",All races,"Median Income, Mean Absolute Difference",7486.803223,1809.772095
2007,12540,"Bakersfield, CA",All races,"Median Income, Mean Absolute Difference",9185.493164,1797.913452
2008,12540,"Bakersfield, CA",All races,"Median Income, Mean Absolute Difference",7817.154785,2883.929443
2009,12540,"Bakersfield, CA",All races,"Median Income, Mean Absolute Difference",9007.387695,2054.292725
2010,12540,"Bakersfield, CA",All races,"Median Income, Mean Absolute Difference",9084.525391,2105.199463
2011,12540,"Bakersfield, CA",All races,"Median Income, Mean Absolute Difference",10240.22852,2224.019775
2012,12540,"Bakersfield, CA",All races,"Median Income, Mean Absolute Difference",11341.65332,2317.926758
2013,12540,"Bakersfield, CA",All races,"Median Income, Mean Absolute Difference",8093.507813,1466.557739
2014,12540,"Bakersfield, CA",All races,"Median Income, Mean Absolute Difference",9479.193359,2070.294678
2000,12540,"Bakersfield, CA",All races,"Relative Income Poverty, Mean Absolute Difference",0.069287859,0
2006,12540,"Bakersfield, CA",All races,"Relative Income Poverty, Mean Absolute Difference",0.049713593,0.01871895
2007,12540,"Bakersfield, CA",All races,"Relative Income Poverty, Mean Absolute Difference",0.083472751,0.028430587
2008,12540,"Bakersfield, CA",All races,"Relative Income Poverty, Mean Absolute Difference",0.089278206,0.026394777
2009,12540,"Bakersfield, CA",All races,"Relative Income Poverty, Mean Absolute Difference",0.102409288,0.031458173
2010,12540,"Bakersfield, CA",All races,"Relative Income Poverty, Mean Absolute Difference",0.05770874,0.018425068
2011,12540,"Bakersfield, CA",All races,"Relative Income Poverty, Mean Absolute Difference",0.091607705,0.035813298
2012,12540,"Bakersfield, CA",All races,"Relative Income Poverty, Mean Absolute Difference",0.101385318,0.030303467
2013,12540,"Bakersfield, CA",All races,"Relative Income Poverty, Mean Absolute Difference",0.062560059,0.019157387
2014,12540,"Bakersfield, CA",All races,"Relative Income Poverty, Mean Absolute Difference",0.073537506,0.023449836
2000,12580,"Baltimore-Columbia-Towson, MD",All races,"Employment Ratio, Mean Absolute Difference",0.077073313,0
2006,12580,"Baltimore-Columbia-Towson, MD",All races,"Employment Ratio, Mean Absolute Difference",0.062258087,0.008007673
2007,12580,"Baltimore-Columbia-Towson, MD",All races,"Employment Ratio, Mean Absolute Difference",0.054047953,0.014575854
2008,12580,"Baltimore-Columbia-Towson, MD",All races,"Employment Ratio, Mean Absolute Difference",0.047240686,0.009373244
2009,12580,"Baltimore-Columbia-Towson, MD",All races,"Employment Ratio, Mean Absolute Difference",0.059553277,0.00974237
2010,12580,"Baltimore-Columbia-Towson, MD",All races,"Employment Ratio, Mean Absolute Difference",0.069662943,0.010971388
2011,12580,"Baltimore-Columbia-Towson, MD",All races,"Employment Ratio, Mean Absolute Difference",0.058509089,0.012244301
2012,12580,"Baltimore-Columbia-Towson, MD",All races,"Employment Ratio, Mean Absolute Difference",0.05657655,0.008615081
2013,12580,"Baltimore-Columbia-Towson, MD",All races,"Employment Ratio, Mean Absolute Difference",0.052112281,0.0103015
2014,12580,"Baltimore-Columbia-Towson, MD",All races,"Employment Ratio, Mean Absolute Difference",0.061129116,0.007160577
2000,12580,"Baltimore-Columbia-Towson, MD",All races,"Median Income, Mean Absolute Difference",5165.371094,0
2006,12580,"Baltimore-Columbia-Towson, MD",All races,"Median Income, Mean Absolute Difference",8773.59668,1388.642334
2007,12580,"Baltimore-Columbia-Towson, MD",All races,"Median Income, Mean Absolute Difference",7997.323242,1111.832397
2008,12580,"Baltimore-Columbia-Towson, MD",All races,"Median Income, Mean Absolute Difference",9549.366211,1187.463867
2009,12580,"Baltimore-Columbia-Towson, MD",All races,"Median Income, Mean Absolute Difference",10119.67773,1242.279907
2010,12580,"Baltimore-Columbia-Towson, MD",All races,"Median Income, Mean Absolute Difference",10598.6123,1213.579956
2011,12580,"Baltimore-Columbia-Towson, MD",All races,"Median Income, Mean Absolute Difference",11562.9248,1292.192871
2012,12580,"Baltimore-Columbia-Towson, MD",All races,"Median Income, Mean Absolute Difference",11217.02051,1127.789185
2013,12580,"Baltimore-Columbia-Towson, MD",All races,"Median Income, Mean Absolute Difference",8563.583984,1168.893433
2014,12580,"Baltimore-Columbia-Towson, MD",All races,"Median Income, Mean Absolute Difference",9882.56543,1022.935425
2000,12580,"Baltimore-Columbia-Towson, MD",All races,"Relative Income Poverty, Mean Absolute Difference",0.040973008,0
2006,12580,"Baltimore-Columbia-Towson, MD",All races,"Relative Income Poverty, Mean Absolute Difference",0.043812245,0.014350099
2007,12580,"Baltimore-Columbia-Towson, MD",All races,"Relative Income Poverty, Mean Absolute Difference",0.053690363,0.012114912
2008,12580,"Baltimore-Columbia-Towson, MD",All races,"Relative Income Poverty, Mean Absolute Difference",0.0746352,0.016025571
2009,12580,"Baltimore-Columbia-Towson, MD",All races,"Relative Income Poverty, Mean Absolute Difference",0.056630351,0.014390771
2010,12580,"Baltimore-Columbia-Towson, MD",All races,"Relative Income Poverty, Mean Absolute Difference",0.081610203,0.014116049
2011,12580,"Baltimore-Columbia-Towson, MD",All races,"Relative Income Poverty, Mean Absolute Difference",0.071669459,0.017947847
2012,12580,"Baltimore-Columbia-Towson, MD",All races,"Relative Income Poverty, Mean Absolute Difference",0.093181647,0.015757503
2013,12580,"Baltimore-Columbia-Towson, MD",All races,"Relative Income Poverty, Mean Absolute Difference",0.069145158,0.016250137
2014,12580,"Baltimore-Columbia-Towson, MD",All races,"Relative Income Poverty, Mean Absolute Difference",0.07119368,0.016631337
2000,12620,"Bangor, ME",All races,"Employment Ratio, Mean Absolute Difference",0.1306981,0
2006,12620,"Bangor, ME",All races,"Employment Ratio, Mean Absolute Difference",0.12338803,0.093361333
2007,12620,"Bangor, ME",All races,"Employment Ratio, Mean Absolute Difference",0.089735389,0.147467256
2008,12620,"Bangor, ME",All races,"Employment Ratio, Mean Absolute Difference",0.118907079,0.138709262
2009,12620,"Bangor, ME",All races,"Employment Ratio, Mean Absolute Difference",0.253425598,0.080184445
2010,12620,"Bangor, ME",All races,"Employment Ratio, Mean Absolute Difference",0.351637661,0.066381507
2011,12620,"Bangor, ME",All races,"Employment Ratio, Mean Absolute Difference",0.09098506,0.127092883
2012,12620,"Bangor, ME",All races,"Employment Ratio, Mean Absolute Difference",0.152511388,0.126580074
2013,12620,"Bangor, ME",All races,"Employment Ratio, Mean Absolute Difference",0.121771678,0.110722177
2014,12620,"Bangor, ME",All races,"Employment Ratio, Mean Absolute Difference",0.247571066,0.089469664
2000,12620,"Bangor, ME",All races,"Median Income, Mean Absolute Difference",9954.098633,0
2006,12620,"Bangor, ME",All races,"Median Income, Mean Absolute Difference",20518.51953,5380.714355
2007,12620,"Bangor, ME",All races,"Median Income, Mean Absolute Difference",24448.95117,8095.842285
2008,12620,"Bangor, ME",All races,"Median Income, Mean Absolute Difference",10015.73145,2113.490723
2009,12620,"Bangor, ME",All races,"Median Income, Mean Absolute Difference",9857.962891,5317.304199
2010,12620,"Bangor, ME",All races,"Median Income, Mean Absolute Difference",10641.87207,5221.567871
2011,12620,"Bangor, ME",All races,"Median Income, Mean Absolute Difference",17813.73047,4939.000977
2012,12620,"Bangor, ME",All races,"Median Income, Mean Absolute Difference",11258.56348,2823.304199
2013,12620,"Bangor, ME",All races,"Median Income, Mean Absolute Difference",72003.60156,14206.41699
2014,12620,"Bangor, ME",All races,"Median Income, Mean Absolute Difference",11556.5498,3337.111816
2000,12620,"Bangor, ME",All races,"Relative Income Poverty, Mean Absolute Difference",0.243977517,0
2006,12620,"Bangor, ME",All races,"Relative Income Poverty, Mean Absolute Difference",0.4169541,0.046112806
2007,12620,"Bangor, ME",All races,"Relative Income Poverty, Mean Absolute Difference",0.225196272,0.134097219
2008,12620,"Bangor, ME",All races,"Relative Income Poverty, Mean Absolute Difference",0.391522586,0.054823022
2009,12620,"Bangor, ME",All races,"Relative Income Poverty, Mean Absolute Difference",0.317134708,0.052294735
2010,12620,"Bangor, ME",All races,"Relative Income Poverty, Mean Absolute Difference",0.320297658,0.060854461
2011,12620,"Bangor, ME",All races,"Relative Income Poverty, Mean Absolute Difference",0.294111669,0.097770602
2012,12620,"Bangor, ME",All races,"Relative Income Poverty, Mean Absolute Difference",0.318352789,0.072950915
2013,12620,"Bangor, ME",All races,"Relative Income Poverty, Mean Absolute Difference",0.290402025,0.114263825
2014,12620,"Bangor, ME",All races,"Relative Income Poverty, Mean Absolute Difference",0.309687287,0.088158496
2000,12700,"Barnstable Town, MA",All races,"Employment Ratio, Mean Absolute Difference",0.065029442,0
2006,12700,"Barnstable Town, MA",All races,"Employment Ratio, Mean Absolute Difference",0.110271379,0.077301256
2007,12700,"Barnstable Town, MA",All races,"Employment Ratio, Mean Absolute Difference",0.094799742,0.062686197
2008,12700,"Barnstable Town, MA",All races,"Employment Ratio, Mean Absolute Difference",0.061212171,0.067269482
2009,12700,"Barnstable Town, MA",All races,"Employment Ratio, Mean Absolute Difference",0.113889836,0.031318713
2010,12700,"Barnstable Town, MA",All races,"Employment Ratio, Mean Absolute Difference",0.12488313,0.05848923
2011,12700,"Barnstable Town, MA",All races,"Employment Ratio, Mean Absolute Difference",0.204592496,0.060326129
2012,12700,"Barnstable Town, MA",All races,"Employment Ratio, Mean Absolute Difference",0.081247605,0.085714199
2013,12700,"Barnstable Town, MA",All races,"Employment Ratio, Mean Absolute Difference",0.111600257,0.056926228
2014,12700,"Barnstable Town, MA",All races,"Employment Ratio, Mean Absolute Difference",0.214872628,0.066999674
2000,12700,"Barnstable Town, MA",All races,"Median Income, Mean Absolute Difference",5434.399414,0
2006,12700,"Barnstable Town, MA",All races,"Median Income, Mean Absolute Difference",6363.782227,3922.774902
2007,12700,"Barnstable Town, MA",All races,"Median Income, Mean Absolute Difference",9231.193359,6212.172852
2008,12700,"Barnstable Town, MA",All races,"Median Income, Mean Absolute Difference",13990.93262,3418.523438
2009,12700,"Barnstable Town, MA",All races,"Median Income, Mean Absolute Difference",7328.041992,5012.236328
2010,12700,"Barnstable Town, MA",All races,"Median Income, Mean Absolute Difference",11939.66016,4084.634033
2011,12700,"Barnstable Town, MA",All races,"Median Income, Mean Absolute Difference",11989.60156,4145.712402
2012,12700,"Barnstable Town, MA",All races,"Median Income, Mean Absolute Difference",9139.794922,3752.351563
2013,12700,"Barnstable Town, MA",All races,"Median Income, Mean Absolute Difference",5273.042969,2839.455566
2014,12700,"Barnstable Town, MA",All races,"Median Income, Mean Absolute Difference",7018.637695,3033.43335
2000,12700,"Barnstable Town, MA",All races,"Relative Income Poverty, Mean Absolute Difference",0.072335586,0
2006,12700,"Barnstable Town, MA",All races,"Relative Income Poverty, Mean Absolute Difference",0.125672296,0.09296298
2007,12700,"Barnstable Town, MA",All races,"Relative Income Poverty, Mean Absolute Difference",0.12473309,0.078377381
2008,12700,"Barnstable Town, MA",All races,"Relative Income Poverty, Mean Absolute Difference",0.250470132,0.069925509
2009,12700,"Barnstable Town, MA",All races,"Relative Income Poverty, Mean Absolute Difference",0.105683185,0.06360209
2010,12700,"Barnstable Town, MA",All races,"Relative Income Poverty, Mean Absolute Difference",0.231333822,0.08245106
2011,12700,"Barnstable Town, MA",All races,"Relative Income Poverty, Mean Absolute Difference",0.193215922,0.067046776
2012,12700,"Barnstable Town, MA",All races,"Relative Income Poverty, Mean Absolute Difference",0.151195303,0.079302311
2013,12700,"Barnstable Town, MA",All races,"Relative Income Poverty, Mean Absolute Difference",0.130779952,0.061677445
2014,12700,"Barnstable Town, MA",All races,"Relative Income Poverty, Mean Absolute Difference",0.070871592,0.081063926
2000,12940,"Baton Rouge, LA",All races,"Employment Ratio, Mean Absolute Difference",0.077958368,0
2006,12940,"Baton Rouge, LA",All races,"Employment Ratio, Mean Absolute Difference",0.089777842,0.022152003
2007,12940,"Baton Rouge, LA",All races,"Employment Ratio, Mean Absolute Difference",0.079331435,0.040902965
2008,12940,"Baton Rouge, LA",All races,"Employment Ratio, Mean Absolute Difference",0.079614736,0.039339233
2009,12940,"Baton Rouge, LA",All races,"Employment Ratio, Mean Absolute Difference",0.084285855,0.035609946
2010,12940,"Baton Rouge, LA",All races,"Employment Ratio, Mean Absolute Difference",0.11191503,0.027232649
2011,12940,"Baton Rouge, LA",All races,"Employment Ratio, Mean Absolute Difference",0.148476198,0.039755568
2012,12940,"Baton Rouge, LA",All races,"Employment Ratio, Mean Absolute Difference",0.070351325,0.026951414
2013,12940,"Baton Rouge, LA",All races,"Employment Ratio, Mean Absolute Difference",0.057545148,0.017883593
2014,12940,"Baton Rouge, LA",All races,"Employment Ratio, Mean Absolute Difference",0.091877386,0.03741407
2000,12940,"Baton Rouge, LA",All races,"Median Income, Mean Absolute Difference",6752.645996,0
2006,12940,"Baton Rouge, LA",All races,"Median Income, Mean Absolute Difference",7065.669434,2577.937988
2007,12940,"Baton Rouge, LA",All races,"Median Income, Mean Absolute Difference",6854.846191,1834.595337
2008,12940,"Baton Rouge, LA",All races,"Median Income, Mean Absolute Difference",7772.740723,2832.083252
2009,12940,"Baton Rouge, LA",All races,"Median Income, Mean Absolute Difference",10468.63477,3278.981201
2010,12940,"Baton Rouge, LA",All races,"Median Income, Mean Absolute Difference",9430.601563,2231.787842
2011,12940,"Baton Rouge, LA",All races,"Median Income, Mean Absolute Difference",9514.87793,1665.205688
2012,12940,"Baton Rouge, LA",All races,"Median Income, Mean Absolute Difference",8558.169922,2329.508789
2013,12940,"Baton Rouge, LA",All races,"Median Income, Mean Absolute Difference",10484.77148,1945.041626
2014,12940,"Baton Rouge, LA",All races,"Median Income, Mean Absolute Difference",9075.825195,2898.793213
2000,12940,"Baton Rouge, LA",All races,"Relative Income Poverty, Mean Absolute Difference",0.053373676,0
2006,12940,"Baton Rouge, LA",All races,"Relative Income Poverty, Mean Absolute Difference",0.11066483,0.038357843
2007,12940,"Baton Rouge, LA",All races,"Relative Income Poverty, Mean Absolute Difference",0.055661611,0.041039076
2008,12940,"Baton Rouge, LA",All races,"Relative Income Poverty, Mean Absolute Difference",0.047573883,0.037593789
2009,12940,"Baton Rouge, LA",All races,"Relative Income Poverty, Mean Absolute Difference",0.10327132,0.042122774
2010,12940,"Baton Rouge, LA",All races,"Relative Income Poverty, Mean Absolute Difference",0.096060507,0.038282212
2011,12940,"Baton Rouge, LA",All races,"Relative Income Poverty, Mean Absolute Difference",0.119917415,0.037855808
2012,12940,"Baton Rouge, LA",All races,"Relative Income Poverty, Mean Absolute Difference",0.093459055,0.033906072
2013,12940,"Baton Rouge, LA",All races,"Relative Income Poverty, Mean Absolute Difference",0.139832586,0.035771754
2014,12940,"Baton Rouge, LA",All races,"Relative Income Poverty, Mean Absolute Difference",0.088237546,0.039250705
2000,12980,"Battle Creek, MI",All races,"Employment Ratio, Mean Absolute Difference",0.090408467,0
2006,12980,"Battle Creek, MI",All races,"Employment Ratio, Mean Absolute Difference",0.097855613,0.057055462
2007,12980,"Battle Creek, MI",All races,"Employment Ratio, Mean Absolute Difference",0.108294152,0.055500139
2008,12980,"Battle Creek, MI",All races,"Employment Ratio, Mean Absolute Difference",0.098385729,0.083865419
2009,12980,"Battle Creek, MI",All races,"Employment Ratio, Mean Absolute Difference",0.162201375,0.060939401
2010,12980,"Battle Creek, MI",All races,"Employment Ratio, Mean Absolute Difference",0.116058148,0.076829754
2011,12980,"Battle Creek, MI",All races,"Employment Ratio, Mean Absolute Difference",0.136894464,0.081068911
2012,12980,"Battle Creek, MI",All races,"Employment Ratio, Mean Absolute Difference",0.193793818,0.053666338
2013,12980,"Battle Creek, MI",All races,"Employment Ratio, Mean Absolute Difference",0.092463687,0.064918056
2014,12980,"Battle Creek, MI",All races,"Employment Ratio, Mean Absolute Difference",0.102450229,0.063677669
2000,12980,"Battle Creek, MI",All races,"Median Income, Mean Absolute Difference",7936.376465,0
2006,12980,"Battle Creek, MI",All races,"Median Income, Mean Absolute Difference",7814.350586,2850.185303
2007,12980,"Battle Creek, MI",All races,"Median Income, Mean Absolute Difference",20473.14063,5562.942871
2008,12980,"Battle Creek, MI",All races,"Median Income, Mean Absolute Difference",11814.56543,4091.639893
2009,12980,"Battle Creek, MI",All races,"Median Income, Mean Absolute Difference",9160.054688,2413.608398
2010,12980,"Battle Creek, MI",All races,"Median Income, Mean Absolute Difference",36770.69531,14465.7373
2011,12980,"Battle Creek, MI",All races,"Median Income, Mean Absolute Difference",7424.165527,3201.93042
2012,12980,"Battle Creek, MI",All races,"Median Income, Mean Absolute Difference",4985.342285,4219.825195
2013,12980,"Battle Creek, MI",All races,"Median Income, Mean Absolute Difference",7991.31543,2716.127441
2014,12980,"Battle Creek, MI",All races,"Median Income, Mean Absolute Difference",9680.879883,2852.072754
2000,12980,"Battle Creek, MI",All races,"Relative Income Poverty, Mean Absolute Difference",0.044235371,0
2006,12980,"Battle Creek, MI",All races,"Relative Income Poverty, Mean Absolute Difference",0.126929611,0.073284671
2007,12980,"Battle Creek, MI",All races,"Relative Income Poverty, Mean Absolute Difference",0.146808058,0.091550469
2008,12980,"Battle Creek, MI",All races,"Relative Income Poverty, Mean Absolute Difference",0.226372838,0.126228437
2009,12980,"Battle Creek, MI",All races,"Relative Income Poverty, Mean Absolute Difference",0.176846534,0.062478904
2010,12980,"Battle Creek, MI",All races,"Relative Income Poverty, Mean Absolute Difference",0.097200096,0.101534322
2011,12980,"Battle Creek, MI",All races,"Relative Income Poverty, Mean Absolute Difference",0.178246349,0.088618442
2012,12980,"Battle Creek, MI",All races,"Relative Income Poverty, Mean Absolute Difference",0.119957522,0.067905851
2013,12980,"Battle Creek, MI",All races,"Relative Income Poverty, Mean Absolute Difference",0.116015576,0.048921019
2014,12980,"Battle Creek, MI",All races,"Relative Income Poverty, Mean Absolute Difference",0.107090011,0.043113358
2000,13020,"Bay City, MI",All races,"Employment Ratio, Mean Absolute Difference",0.098314859,0
2006,13020,"Bay City, MI",All races,"Employment Ratio, Mean Absolute Difference",0.162732244,0.075988322
2007,13020,"Bay City, MI",All races,"Employment Ratio, Mean Absolute Difference",0.163530365,0.076644272
2008,13020,"Bay City, MI",All races,"Employment Ratio, Mean Absolute Difference",0.18388769,0.086309507
2009,13020,"Bay City, MI",All races,"Employment Ratio, Mean Absolute Difference",0.100514807,0.065502852
2010,13020,"Bay City, MI",All races,"Employment Ratio, Mean Absolute Difference",0.184282497,0.085958794
2011,13020,"Bay City, MI",All races,"Employment Ratio, Mean Absolute Difference",0.284142673,0.059743248
2012,13020,"Bay City, MI",All races,"Employment Ratio, Mean Absolute Difference",0.24973622,0.055486426
2013,13020,"Bay City, MI",All races,"Employment Ratio, Mean Absolute Difference",0.122313954,0.060305726
2014,13020,"Bay City, MI",All races,"Employment Ratio, Mean Absolute Difference",0.239403203,0.070831954
2000,13020,"Bay City, MI",All races,"Median Income, Mean Absolute Difference",16114.87793,0
2006,13020,"Bay City, MI",All races,"Median Income, Mean Absolute Difference",21758.52148,9756.580078
2007,13020,"Bay City, MI",All races,"Median Income, Mean Absolute Difference",14692.2207,2878.262207
